16	16	0.283299
32	16	0.375512
64	16	0.512295
128	16	0.926229
256	16	1.85579
512	16	3.19979
1024	16	6.36039
2048	16	12.062
4096	16	23.4595
8192	16	46.9157
16384	16	113.61
32768	16	275.572
65536	16	682.206
16	32	0.428535
32	32	0.686987
64	32	0.898309
128	32	1.43058
256	32	3.46029
512	32	7.22131
1024	32	11.0041
2048	32	23.0415
4096	32	44.7602
8192	32	97.8199
16384	32	221.616
32768	32	560.615
65536	32	1370.71
16	64	0.813011
32	64	1.28432
64	64	1.54662
128	64	2.49052
256	64	6.96106
512	64	13.8391
1024	64	21.2956
2048	64	43.2986
4096	64	82.3091
8192	64	183.086
16384	64	448.546
32768	64	1111.67
65536	64	2761.87
16	128	1.49231
32	128	2.27664
64	128	3.18494
128	128	4.97131
256	128	9.73539
512	128	24.3381
1024	128	35.6193
2048	128	71.1436
4096	128	147.161
8192	128	379.423
16384	128	888.303
32768	128	2200.64
65536	128	5465.9
16	256	2.80942
32	256	4.17981
64	256	5.58401
128	256	9.34707
256	256	19.6608
512	256	39.4744
1024	256	62.7861
2048	256	123.446
4096	256	252.033
8192	256	635.185
16384	256	1520.17
32768	256	3797.13
65536	256	10365.1
16	512	6.08222
32	512	8.6588
64	512	10.8793
128	512	17.8314
256	512	34
512	512	65.73
1024	512	114.685
2048	512	234.172
4096	512	467.379
8192	512	1099.46
16384	512	3222.19
32768	512	8222.45
65536	512	20366.3
16	1024	11.1893
32	1024	15.5779
64	1024	21.5361
128	1024	34.9923
256	1024	64.2143
512	1024	122.151
1024	1024	220.613
2048	1024	452.597
4096	1024	925.163
8192	1024	2485.17
16384	1024	6315.03
32768	1024	14564.9
65536	1024	40064.2
16	2048	21.5015
32	2048	40.208
64	2048	42.3145
128	2048	67.4492
256	2048	122.025
512	2048	230.961
1024	2048	447.395
2048	2048	894.301
4096	2048	1797.03
8192	2048	5071.7
16384	2048	15926.1
32768	2048	31083.2
65536	2048	79972.8
16	4096	44.4687
32	4096	61.8481
64	4096	85.0847
128	4096	131.782
256	4096	234.108
512	4096	457.412
1024	4096	888.752
2048	4096	1783.62
256	500	48.5279
256	500	36.3145
256	500	35.9257
256	500	38.0143
16	16	0.301485
32	16	0.401639
64	16	0.523821
128	16	1.15061
256	16	3.2792
512	16	3.70696
1024	16	7.094
2048	16	11.9644
4096	16	28.9523
8192	16	57.4408
16384	16	191.296
32768	16	288.795
65536	16	711.991
16	16	0.290215
32	16	0.373719
64	16	0.542008
128	16	1.01921
256	16	2.09785
512	16	3.67392
1024	16	5.85169
2048	16	11.3151
4096	16	23.074
8192	16	47.2277
16384	16	108.926
32768	16	278.667
65536	16	689.472
16	32	0.434938
32	32	0.699794
64	32	1.17187
128	32	1.52331
256	32	3.7938
512	32	6.94928
1024	32	11.2403
