4	4	0.287616
8	4	0.376768
16	4	0.300736
32	4	0.472800
64	4	0.527424
128	4	0.459552
256	4	0.616448
4	4	0.253760
8	4	0.369248
16	4	0.281248
4	4	0.258688
8	4	0.233824
16	4	0.343328
32	4	0.510240
64	4	0.524288
128	4	0.465344
256	4	0.559104
512	4	0.681664
1024	4	0.910528
2048	4	1.368832
4096	4	2.222496
8192	4	3.812544
16384	4	7.456096
32768	4	14.434432
65536	4	30.194399
131072	4	56.083805
4	8	0.286688
8	8	0.217664
16	8	0.470752
32	8	0.431776
64	8	0.360544
128	8	0.563968
256	8	0.504448
512	8	0.739872
1024	8	0.773184
2048	8	1.217984
4096	8	1.878496
8192	8	3.540160
16384	8	6.623840
32768	8	15.265920
65536	8	30.386816
131072	8	60.438335
4	16	0.314240
8	16	0.390176
16	16	0.470784
32	16	0.415936
64	16	0.425664
128	16	0.519200
256	16	0.563072
512	16	0.745984
1024	16	0.959712
2048	16	1.513920
4096	16	2.465024
8192	16	4.780096
16384	16	10.220576
32768	16	20.052225
65536	16	34.967361
131072	16	68.981628
4	32	0.405248
8	32	0.533536
16	32	0.535136
32	32	0.470592
64	32	0.487328
128	32	0.475488
256	32	0.679456
512	32	0.679552
1024	32	0.985312
2048	32	1.525216
4096	32	2.730592
8192	32	6.072064
16384	32	11.705056
32768	32	22.626432
65536	32	44.819328
131072	32	89.331871
4	64	0.403936
8	64	0.438592
16	64	0.532832
32	64	0.451648
64	64	0.458176
128	64	0.482816
256	64	0.630944
512	64	0.901312
1024	64	1.131104
2048	64	1.959264
4096	64	3.989984
8192	64	7.653600
16384	64	14.915297
32768	64	29.517504
65536	64	58.721439
131072	64	118.059326
4	128	0.419232
8	128	0.533824
16	128	0.441024
32	128	0.485568
64	128	0.515968
128	128	0.456032
256	128	0.694848
512	128	0.969856
1024	128	1.582464
2048	128	2.997216
4096	128	5.701696
8192	128	11.469919
16384	128	21.709824
32768	128	43.246880
65536	128	86.435265
131072	128	201.597504
4	256	0.398624
8	256	0.467040
16	256	0.488352
32	256	0.506688
64	256	0.437312
128	256	0.652096
256	256	0.864064
512	256	1.473696
1024	256	2.523616
2048	256	4.690208
4096	256	9.232128
8192	256	17.978559
16384	256	35.461281
32768	256	70.848480
65536	256	179.833405
4	4	0.307328
8	4	0.323424
16	4	0.320320
32	4	0.394368
64	4	0.438432
128	4	0.587232
256	4	0.610688
512	4	0.592096
1024	4	0.773664
2048	4	1.152256
4096	4	1.910912
8192	4	3.888800
16384	4	6.389088
32768	4	12.234784
65536	4	28.405792
131072	4	56.405983
4	8	0.320704
8	8	0.315456
16	8	0.414208
32	8	0.440640
64	8	0.360544
128	8	0.621408
256	8	0.467168
512	8	0.649216
1024	8	0.812608
2048	8	1.105248
4096	8	2.012672
8192	8	3.560448
16384	8	6.726752
32768	8	15.509600
65536	8	30.647713
131072	8	60.504543
4	16	0.257440
8	16	0.425632
16	16	0.406368
32	16	0.417216
64	16	0.483552
128	16	0.385856
256	16	0.527808
512	16	0.610432
1024	16	1.009504
2048	16	1.434336
4096	16	2.511872
8192	16	4.765984
16384	16	10.420609
32768	16	19.844383
65536	16	35.001854
131072	16	69.084641
4	32	0.462656
8	32	0.432448
16	32	0.427520
32	32	0.407936
64	32	0.511456
128	32	0.485920
256	32	0.576352
512	32	0.600224
1024	32	1.097984
2048	32	1.518592
4096	32	2.713280
8192	32	5.884160
16384	32	11.501216
32768	32	22.555264
65536	32	44.787201
131072	32	89.116417
4	64	0.425824
8	64	0.343936
16	64	0.370912
32	64	0.465088
64	64	0.464064
128	64	0.510464
256	64	0.571264
512	64	0.767456
1024	64	1.096672
2048	64	2.007008
4096	64	3.982016
8192	64	7.606336
16384	64	15.107777
32768	64	29.600544
65536	64	58.869759
131072	64	117.863525
4	128	0.454368
8	128	0.475040
16	128	0.509888
32	128	0.434720
64	128	0.397088
128	128	0.576512
256	128	0.701920
512	128	0.839808
1024	128	1.581056
2048	128	2.891936
4096	128	5.635200
8192	128	11.054304
16384	128	21.731041
32768	128	43.443359
65536	128	86.292252
