4	4	0.239200
8	4	0.332672
16	4	0.260608
32	4	0.447456
64	4	0.497696
128	4	0.591296
256	4	0.799840
4	4	0.237248
8	4	0.330688
16	4	0.259392
4	4	0.245184
8	4	0.222528
16	4	0.265952
32	4	0.454048
64	4	0.503328
128	4	0.565600
256	4	0.801632
512	4	1.208768
1024	4	2.021984
2048	4	3.667744
4096	4	6.945408
8192	4	13.436769
16384	4	26.697662
32768	4	52.946720
65536	4	98.451675
131072	4	184.111389
4	8	0.222528
8	8	0.203168
16	8	0.387616
32	8	0.412032
64	8	0.398784
128	8	0.536288
256	8	0.710912
512	8	1.047648
1024	8	1.743424
2048	8	3.129504
4096	8	5.845920
8192	8	11.432064
16384	8	22.571232
32768	8	47.244320
65536	8	94.298912
131072	8	188.211777
4	16	0.223712
8	16	0.328736
16	16	0.394944
32	16	0.357824
64	16	0.461376
128	16	0.542368
256	16	0.713664
512	16	1.247392
1024	16	2.101248
2048	16	3.822176
4096	16	7.202368
8192	16	14.332480
16384	16	29.485153
32768	16	58.473984
65536	16	100.371330
131072	16	198.366592
4	32	0.372416
8	32	0.475744
16	32	0.393600
32	32	0.394720
64	32	0.458304
128	32	0.556000
256	32	0.835168
512	32	1.133440
1024	32	1.892352
2048	32	3.422688
4096	32	6.646016
8192	32	13.733151
16384	32	27.230272
32768	32	53.967232
65536	32	107.527046
131072	32	215.241852
4	64	0.324224
8	64	0.388288
16	64	0.484032
32	64	0.418944
64	64	0.463264
128	64	0.571936
256	64	0.788288
512	64	1.316800
1024	64	2.085216
2048	64	3.929664
4096	64	7.970720
8192	64	15.671008
16384	64	31.094368
32768	64	62.050049
65536	64	123.594368
131072	64	247.865601
4	128	0.370464
8	128	0.482112
16	128	0.401952
32	128	0.428480
64	128	0.490464
128	128	0.570624
256	128	0.884192
512	128	1.411840
1024	128	2.571648
2048	128	5.100224
4096	128	9.903872
8192	128	19.737663
16384	128	38.900639
32768	128	77.773918
65536	128	155.278336
131072	128	386.456970
4	256	0.348320
8	256	0.389856
16	256	0.405664
32	256	0.456320
64	256	0.490688
128	256	0.754368
256	256	1.082816
512	256	2.118336
1024	256	3.608800
2048	256	6.983136
4096	256	13.887008
8192	256	27.423489
16384	256	54.371681
32768	256	108.615776
65536	256	272.319336
4	4	0.213632
8	4	0.238496
16	4	0.241088
32	4	0.405152
64	4	0.458304
128	4	0.536448
256	4	0.807744
512	4	1.042208
1024	4	1.721952
2048	4	3.089696
4096	4	5.818560
8192	4	11.731200
16384	4	22.325407
32768	4	44.289951
65536	4	92.890785
131072	4	185.077606
4	8	0.220864
8	8	0.227968
16	8	0.389824
32	8	0.410272
64	8	0.398976
128	8	0.637632
256	8	0.657824
512	8	1.051744
1024	8	1.749216
2048	8	3.087584
4096	8	5.914784
8192	8	11.478976
16384	8	22.691935
32768	8	47.703934
65536	8	94.906914
131072	8	188.850143
4	16	0.222432
8	16	0.385472
16	16	0.384448
32	16	0.408864
64	16	0.457280
128	16	0.485344
256	16	0.721248
512	16	1.185664
1024	16	2.098624
2048	16	3.738336
4096	16	7.204064
8192	16	14.153055
16384	16	29.425537
32768	16	58.133919
65536	16	99.532478
131072	16	198.836960
4	32	0.374464
8	32	0.382304
16	32	0.384480
32	32	0.411296
64	32	0.466048
128	32	0.548416
256	32	0.740608
512	32	1.076352
1024	32	1.989856
2048	32	3.434048
4096	32	6.652064
8192	32	13.689600
16384	32	27.236481
32768	32	53.994495
65536	32	107.709023
131072	32	215.126236
4	64	0.373344
8	64	0.330976
16	64	0.366144
32	64	0.414080
64	64	0.465760
128	64	0.578592
256	64	0.789216
512	64	1.224832
1024	64	2.030592
2048	64	3.972192
4096	64	8.048223
8192	64	15.695424
16384	64	31.191616
32768	64	62.116707
65536	64	123.895775
131072	64	247.908813
4	128	0.371360
8	128	0.384416
16	128	0.486368
32	128	0.421056
64	128	0.441344
128	128	0.625984
256	128	0.887616
512	128	1.366304
1024	128	2.582752
2048	128	5.063840
4096	128	9.907265
8192	128	19.762207
16384	128	38.928062
32768	128	78.097725
65536	128	155.711426
131072	128	387.386902
4	256	0.374688
8	256	0.339552
16	256	0.407968
32	256	0.447744
64	256	0.541536
128	256	0.737280
256	256	1.089472
512	256	1.904256
1024	256	3.659456
2048	256	6.955392
4096	256	13.771681
8192	256	27.423553
16384	256	60.300800
4	4	0.239424
8	4	0.271968
16	4	0.260000
32	4	0.448544
64	4	0.502336
128	4	0.685760
256	4	0.802400
512	4	1.214912
1024	4	1.970208
2048	4	3.667264
4096	4	7.035360
8192	4	13.623776
16384	4	26.567553
32768	4	52.908833
65536	4	98.129921
131072	4	184.913116
4	8	0.230368
8	8	0.316000
16	8	0.485376
32	8	0.412512
64	8	0.457280
128	8	0.539840
256	8	0.706912
512	8	1.310048
1024	8	1.990464
2048	8	3.698912
4096	8	7.017664
8192	8	13.642400
16384	8	26.866528
32768	8	55.982494
